likes,retweets,total_replies,created_at,cleaned_text,label,Cleaned_Text,Label
58,9,2,2025-04-11 23:29:55+00:00,twin mmoja wa susan kihika akilala anakaa newborn lets say an infant while the other one who is not asleep looks like a months baby na wote ni twins ambia kamagera anishukishe hapo mundika buana,offensive,twin mmoja wa susan kihika akilala anakaa newborn lets say an infant while the other one who is not asleep looks like a months baby na wote ni twins ambia kamagera anishukishe hapo mundika buana,
48,0,6,2025-04-15 10:10:12+00:00,twitter holds of social media users in kenya whom make of the population million these are the culprits who dont vote in absolute terms this result comes with no impact on the polling day disregard this result,neutral,twitter holds of social media users in kenya whom make of the population million these are the culprits who dont vote in absolute terms this result comes with no impact on the polling day disregard this result,
0,0,0,2025-04-15 08:52:54+00:00,we have one of our own in the big government of kenya prof kithure kindiki and we see him defending us well like a true meru we wish him more strength as he continues,neutral,we have one of our own in the big government of kenya prof kithure kindiki and we see him defending us well like a true meru we wish him more strength as he continues,
217,33,26,2024-04-21 08:33:05+00:00,two months ago gen ogolla called me he wanted to transform how procurement of health products is done at the military from thereon we formed a team to deliver his aspirations which were truly progressive and honorable kenya has lost a great soul and gallant soldier rest,neutral,two months ago gen ogolla called me he wanted to transform how procurement of health products is done at the military from thereon we formed a team to deliver his aspirations which were truly progressive and honorable kenya has lost a great soul and gallant soldier rest,
1066,230,213,2020-02-28 01:31:34+00:00,two quick observations are we suicidal as a country is missing in the headlines which is totally unacceptable,neutral,two quick observations are we suicidal as a country is missing in the headlines which is totally unacceptable,
352,233,9,2024-09-16 16:25:44+00:00,two weeks ago a petition was filed to remove martha koome from office for incompetence the intimidation of justice lawrence mugambi is a show of her incompetence you cant be in bed with the executive as they persecute ur soldiers kenyans must join in a call for her ouster,offensive,two weeks ago a petition was filed to remove martha koome from office for incompetence the intimidation of justice lawrence mugambi is a show of her incompetence you cant be in bed with the executive as they persecute ur soldiers kenyans must join in a call for her ouster,
25,4,6,2025-04-12 21:31:16+00:00,two wins in the last premier league games another step closer to yrs without a trophy,neutral,two wins in the last premier league games another step closer to yrs without a trophy,
8,2,0,2024-09-07 17:05:16+00:00,two years ago dci boss kinoti was very powerful calling big shots and pulling big strings today nobody cares about his whereabouts months ago japheth koome was very powerful today nobody cares about his whereabouts dig masengeli power is ephemeral amin power is transient,neutral,two years ago dci boss kinoti was very powerful calling big shots and pulling big strings today nobody cares about his whereabouts months ago japheth koome was very powerful today nobody cares about his whereabouts dig masengeli power is ephemeral amin power is transient,
16,12,0,2025-04-08 11:59:20+00:00,tycoon wajackoyah alipata aje hiyo tesla truck,neutral,tycoon wajackoyah alipata aje hiyo tesla truck,
0,0,0,2024-12-11 23:13:02+00:00,tyla performing water at grammys interior cs state house martha koome kisumulee kinyanjui uhuru salasya kenyatta choice for cabinet kasmuel citizen assemblyusaid whatsapp mike sonko grammys,neutral,tyla performing water at grammys interior cs state house martha koome kisumulee kinyanjui uhuru salasya kenyatta choice for cabinet kasmuel citizen assemblyusaid whatsapp mike sonko grammys,
6,2,0,2025-04-20 18:15:02+00:00,tyler fredricson thank you carrington,neutral,tyler fredricson thank you carrington,
0,0,0,2025-04-14 08:36:58+00:00,typical ruto he set up kahariri and kanja then boom he says he has no problem with must go never trust this guy,offensive,typical ruto he set up kahariri and kanja then boom he says he has no problem with must go never trust this guy,
1398,570,47,2025-01-05 17:58:52+00:00,tyrant has spoken through oscar sudi the plan is to continue with atrocities against political opponents social media critics and cartoonistsand then rig elections whenever they are held they are using communications authority,neutral,tyrant has spoken through oscar sudi the plan is to continue with atrocities against political opponents social media critics and cartoonistsand then rig elections whenever they are held they are using communications authority,
0,0,0,2025-04-16 07:29:49+00:00,tyrant looter kaongo ruto is irredeemably corrupt and the face of corruption abductions mass killings and torture he is unfit to lead kenyathe face of wastage,hate,tyrant looter kaongo ruto is irredeemably corrupt and the face of corruption abductions mass killings and torture he is unfit to lead kenyathe face of wastage,
1,0,0,2025-04-16 18:34:26+00:00,u can tell ichungwa has unresolved daddy issues if you are triggered by a father calling his son son then revist your daddy chronicles he did some damage and you need therapy to repair,offensive,u can tell ichungwa has unresolved daddy issues if you are triggered by a father calling his son son then revist your daddy chronicles he did some damage and you need therapy to repair,
0,0,0,2025-04-16 09:23:24+00:00,u never listen especially your boss kasongo u continue to oppress kenyans with tax and other punitive deductions,offensive,u never listen especially your boss kasongo u continue to oppress kenyans with tax and other punitive deductions,
79,8,13,2021-12-29 08:50:00+00:00,uasin gishu leaders ask president uhuru kenyatta to apologise for two people killed by the kdf link,neutral,uasin gishu leaders ask president uhuru kenyatta to apologise for two people killed by the kdf link,
268,80,8,2025-03-25 10:11:55+00:00,ubarun county na zoom ebu piga picha mbele ya io grader tukuogope,neutral,ubarun county na zoom ebu piga picha mbele ya io grader tukuogope,
433,127,4,2024-06-29 15:28:58+00:00,ubrokeness kukawia kukosa mtu mashida za serikali when does it end gadem,neutral,ubrokeness kukawia kukosa mtu mashida za serikali when does it end gadem,
2,2,0,2025-04-12 17:36:11+00:00,uda grassroots elections are currently ongoing in seven counties grassroots elections chama ni uda raila odinga george odour twins echoes the swim susan kihika sam mburu,neutral,uda grassroots elections are currently ongoing in seven counties grassroots elections chama ni uda raila odinga george odour twins echoes the swim susan kihika sam mburu,
2317,449,274,2025-04-08 21:27:35+00:00,uda mps beating each other over mboro ya duale na ruto woi mwathani agocio,neutral,uda mps beating each other over mboro ya duale na ruto woi mwathani agocio,
712,76,108,2025-04-12 16:13:19+00:00,uda politician dies,neutral,uda politician dies,
405,56,64,2021-11-10 13:59:59+00:00,uda unlike odm stands for peace and political tolerance the attempt this morning by odm goons to throw stones at thousands of peaceful hustlers waiting to be addressed by dp ruto in kisumu is regrettable after uhurus tenure kenyans are evidently safe in rutos hands,offensive,uda unlike odm stands for peace and political tolerance the attempt this morning by odm goons to throw stones at thousands of peaceful hustlers waiting to be addressed by dp ruto in kisumu is regrettable after uhurus tenure kenyans are evidently safe in rutos hands,
3755,1119,479,2024-07-24 22:26:32+00:00,uda will merge with odm so that the revolutionaries can send the entire kanu kadu regime of looters murderers and conmen into permanent oblivion once and for all conman raila odinga is set to resign as odm party leader to vie for the position of african union commission,offensive,uda will merge with odm so that the revolutionaries can send the entire kanu kadu regime of looters murderers and conmen into permanent oblivion once and for all conman raila odinga is set to resign as odm party leader to vie for the position of african union commission,
